 ----- starting epoch 0 , batchsize=8
    batch 25 has loss 0.817274
    batch 26 has loss 0.794450
    batch 27 has loss 0.823029
    batch 28 has loss 0.825012
    batch 29 has loss 0.802446
    batch 30 has loss 0.792266
    batch 31 has loss 0.806589
    batch 32 has loss 0.817259
    batch 33 has loss 0.786295
    batch 34 has loss 0.784460
    batch 35 has loss 0.791245
    batch 36 has loss 0.827562
  epoch 3 finished with loss 0.833127
 ----- starting epoch 4 , batchsize=8
    batch 0 has loss 0.779290
    batch 1 has loss 0.801671
    batch 2 has loss 0.774696
    batch 3 has loss 0.801636
    batch 4 has loss 0.773386
    batch 5 has loss 0.799666
    batch 6 has loss 0.782373
    batch 7 has loss 0.776476
    batch 8 has loss 0.775016
    batch 9 has loss 0.793418
    batch 10 has loss 0.779870
    batch 11 has loss 0.792856
    batch 12 has loss 0.750408
    batch 13 has loss 0.766444
    batch 14 has loss 0.796979
    batch 15 has loss 0.780023
    batch 16 has loss 0.781906
    batch 17 has loss 0.756771
    batch 18 has loss 0.751453
    batch 19 has loss 0.769284
    batch 20 has loss 0.754681
    batch 21 has loss 0.758570
    batch 22 has loss 0.770253
    batch 23 has loss 0.771787
    batch 24 has loss 0.753747
    batch 25 has loss 0.759025
    batch 26 has loss 0.757777
    batch 27 has loss 0.766181
    batch 28 has loss 0.753581
    batch 29 has loss 0.755498
    batch 30 has loss 0.762248
    batch 31 has loss 0.739233
    batch 32 has loss 0.739993
    batch 33 has loss 0.758298
    batch 34 has loss 0.734007
    batch 35 has loss 0.740757
    batch 36 has loss 0.739237
  epoch 4 finished with loss 0.767527
 ----- starting epoch 5 , batchsize=8
    batch 0 has loss 0.744615
    batch 1 has loss 0.746037
    batch 2 has loss 0.739473
    batch 3 has loss 0.747688
    batch 4 has loss 0.731947
    batch 5 has loss 0.738391
    batch 6 has loss 0.745454
    batch 7 has loss 0.760047
    batch 8 has loss 0.732919
    batch 9 has loss 0.734524
    batch 10 has loss 0.731063
    batch 11 has loss 0.735233
    batch 12 has loss 0.731350
    batch 13 has loss 0.727513
    batch 14 has loss 0.730099
    batch 15 has loss 0.738518
    batch 16 has loss 0.731581
    batch 17 has loss 0.731863
    batch 18 has loss 0.729258
    batch 19 has loss 0.732807
    batch 20 has loss 0.730538
    batch 21 has loss 0.718886
    batch 22 has loss 0.726491
    batch 23 has loss 0.718381
    batch 24 has loss 0.720323
    batch 25 has loss 0.724863
    batch 26 has loss 0.728334
    batch 27 has loss 0.727334
    batch 28 has loss 0.727625
    batch 29 has loss 0.727881
    batch 30 has loss 0.724926
    batch 31 has loss 0.729125
    batch 32 has loss 0.718696
    batch 33 has loss 0.714671
    batch 34 has loss 0.717060
    batch 35 has loss 0.733309
    batch 36 has loss 0.742694
  epoch 5 finished with loss 0.731663
 ----- starting epoch 6 , batchsize=8
    batch 0 has loss 0.714498
    batch 1 has loss 0.724150
    batch 2 has loss 0.719108
    batch 3 has loss 0.722436
    batch 4 has loss 0.713330

    batch 5 has loss 0.704797
    batch 6 has loss 0.708207
    batch 7 has loss 0.717689
    batch 8 has loss 0.703523
    batch 9 has loss 0.727025
    batch 10 has loss 0.714595
    batch 11 has loss 0.716761
    batch 12 has loss 0.703672
    batch 13 has loss 0.719742
    batch 14 has loss 0.709717
    batch 15 has loss 0.703612
    batch 16 has loss 0.711951
    batch 17 has loss 0.717517
    batch 18 has loss 0.703610
    batch 19 has loss 0.716964
    batch 20 has loss 0.705814
    batch 21 has loss 0.699390
    batch 22 has loss 0.713139
    batch 23 has loss 0.698046
    batch 24 has loss 0.698168
    batch 25 has loss 0.709396
    batch 26 has loss 0.703853
    batch 27 has loss 0.701532
    batch 28 has loss 0.702105
    batch 29 has loss 0.698101
    batch 30 has loss 0.695261
    batch 31 has loss 0.708615
    batch 32 has loss 0.710652
    batch 33 has loss 0.697571
    batch 34 has loss 0.698036
    batch 35 has loss 0.705245
    batch 36 has loss 0.688962
  epoch 6 finished with loss 0.708292
-----
    batch 0 has loss 0.704247
    batch 1 has loss 0.699502

    batch 2 has loss 0.701551
    batch 3 has loss 0.695706
    batch 4 has loss 0.698160
    batch 5 has loss 0.697733
    batch 6 has loss 0.704973
    batch 7 has loss 0.695857
    batch 8 has loss 0.687534
    batch 9 has loss 0.692087
    batch 10 has loss 0.706324
    batch 11 has loss 0.687217
    batch 12 has loss 0.687488
    batch 13 has loss 0.690736
    batch 14 has loss 0.692581
    batch 15 has loss 0.694993
    batch 16 has loss 0.687092
    batch 17 has loss 0.687792
    batch 18 has loss 0.684610
    batch 19 has loss 0.687788
    batch 20 has loss 0.687699
    batch 21 has loss 0.693399
    batch 22 has loss 0.695527
    batch 23 has loss 0.685895
    batch 24 has loss 0.695976
    batch 25 has loss 0.691172
    batch 26 has loss 0.689679
    batch 27 has loss 0.687000
    batch 28 has loss 0.691874
    batch 29 has loss 0.692279
    batch 30 has loss 0.696229
    batch 31 has loss 0.686651
    batch 32 has loss 0.693780
    batch 33 has loss 0.691080
    batch 34 has loss 0.687742
    batch 35 has loss 0.689640
    batch 36 has loss 0.678173
  epoch 7 finished with loss 0.692372
 ----- starting epoch 8 , batchsize=8
    batch 0 has loss 0.686219

    batch 1 has loss 0.684979
    batch 2 has loss 0.688121
    batch 3 has loss 0.690332
    batch 4 has loss 0.689464
    batch 5 has loss 0.688106
    batch 6 has loss 0.680720
    batch 7 has loss 0.683123
    batch 8 has loss 0.683553
    batch 9 has loss 0.684539
    batch 10 has loss 0.686319
    batch 11 has loss 0.693746
    batch 12 has loss 0.690281
    batch 13 has loss 0.683730
    batch 14 has loss 0.682584
    batch 15 has loss 0.676412
    batch 16 has loss 0.682414
    batch 17 has loss 0.676317
    batch 18 has loss 0.676490
    batch 19 has loss 0.680601
    batch 20 has loss 0.684747
    batch 21 has loss 0.678841
    batch 22 has loss 0.675210
    batch 23 has loss 0.678132
    batch 24 has loss 0.678541
    batch 25 has loss 0.673563
    batch 26 has loss 0.683024
    batch 27 has loss 0.680577
    batch 28 has loss 0.682714
    batch 29 has loss 0.671278
    batch 30 has loss 0.673477
    batch 31 has loss 0.676159
    batch 32 has loss 0.674122
    batch 33 has loss 0.674911
    batch 34 has loss 0.678940
    batch 35 has loss 0.676052
    batch 36 has loss 0.677666
  epoch 8 finished with loss 0.681243
 ----- starting epoch 9 , batchsize=8

    batch 0 has loss 0.678668
    batch 1 has loss 0.672065
    batch 2 has loss 0.679372
    batch 3 has loss 0.676373
    batch 4 has loss 0.678293
    batch 5 has loss 0.673249
    batch 6 has loss 0.671527
    batch 7 has loss 0.669468
    batch 8 has loss 0.673526
    batch 9 has loss 0.672200
    batch 10 has loss 0.670217
    batch 11 has loss 0.674135
    batch 12 has loss 0.677334
    batch 13 has loss 0.682410
    batch 14 has loss 0.673624
    batch 15 has loss 0.670124
    batch 16 has loss 0.675698
    batch 17 has loss 0.664030
    batch 18 has loss 0.671027
    batch 19 has loss 0.673358
    batch 20 has loss 0.668404
    batch 21 has loss 0.666444
    batch 22 has loss 0.670639
    batch 23 has loss 0.668704
    batch 24 has loss 0.666499
    batch 25 has loss 0.671992
    batch 26 has loss 0.670751
    batch 27 has loss 0.670288
    batch 28 has loss 0.670053
    batch 29 has loss 0.668604
    batch 30 has loss 0.663786
    batch 31 has loss 0.669035
    batch 32 has loss 0.670432
    batch 33 has loss 0.664968
    batch 34 has loss 0.668259
    batch 35 has loss 0.671414
    batch 36 has loss 0.671795
  epoch 9 finished with loss 0.671588
