~~~~logits~~~~
Tensor("logits:0", shape=(?, 2), dtype=float32)
----labels----
Tensor("labels:0", shape=(?, 2), dtype=float32)
_________
 ----- starting epoch 0 , batchsize=6
    batch 17 has loss 0.103573
    batch 18 has loss 0.102695
    batch 19 has loss 0.130216
    batch 20 has loss 0.158184
    batch 21 has loss 0.083756
    batch 22 has loss 0.109464
    batch 23 has loss 0.109090
    batch 24 has loss 0.130962
    batch 25 has loss 0.164417
    batch 26 has loss 0.127393
    batch 27 has loss 0.113042
    batch 28 has loss 0.121637
    batch 29 has loss 0.126197
    batch 30 has loss 0.096097
    batch 31 has loss 0.093430
    batch 32 has loss 0.189400
    batch 33 has loss 0.114339
    batch 34 has loss 0.097042
    batch 35 has loss 0.136366
    batch 36 has loss 0.090070
    batch 37 has loss 0.118788
    batch 38 has loss 0.140791
    batch 39 has loss 0.124155
    batch 40 has loss 0.123695
    batch 41 has loss 0.163712
    batch 42 has loss 0.103220
    batch 43 has loss 0.120920
    batch 44 has loss 0.084767
    batch 45 has loss 0.098744
    batch 46 has loss 0.083054
    batch 47 has loss 0.148278
    batch 48 has loss 0.088360
  epoch 6 finished with loss 0.118534
 ----- starting epoch 7 , batchsize=6
    batch 0 has loss 0.096310
    batch 1 has loss 0.077123
    batch 2 has loss 0.104628
    batch 3 has loss 0.120664
    batch 4 has loss 0.107911
    batch 5 has loss 0.135951
    batch 6 has loss 0.123700
    batch 7 has loss 0.088115
    batch 8 has loss 0.114750
    batch 9 has loss 0.117992
    batch 10 has loss 0.105523
    batch 11 has loss 0.139115
    batch 12 has loss 0.145438
    batch 13 has loss 0.096511
    batch 14 has loss 0.086896
    batch 15 has loss 0.103285
    batch 16 has loss 0.125289
    batch 17 has loss 0.155491
    batch 18 has loss 0.125061
    batch 19 has loss 0.125834
    batch 20 has loss 0.132699
    batch 21 has loss 0.113014
    batch 22 has loss 0.121721
    batch 23 has loss 0.121664
    batch 24 has loss 0.126075
    batch 25 has loss 0.101699
    batch 26 has loss 0.101490
    batch 27 has loss 0.103266
    batch 28 has loss 0.094672
    batch 29 has loss 0.103198
    batch 30 has loss 0.103429
    batch 31 has loss 0.079341
    batch 32 has loss 0.103483
    batch 33 has loss 0.062256
    batch 34 has loss 0.063948
    batch 35 has loss 0.091767
    batch 36 has loss 0.098447
    batch 37 has loss 0.106596
    batch 38 has loss 0.144957
    batch 39 has loss 0.088415
    batch 40 has loss 0.103248
    batch 41 has loss 0.108163
    batch 42 has loss 0.094168
    batch 43 has loss 0.079022
    batch 44 has loss 0.125786
    batch 45 has loss 0.083733
    batch 46 has loss 0.079174
    batch 47 has loss 0.075913
    batch 48 has loss 0.189712
  epoch 7 finished with loss 0.108095
 ----- starting epoch 8 , batchsize=6
    batch 0 has loss 0.118997
    batch 1 has loss 0.123481
    batch 2 has loss 0.103528
    batch 3 has loss 0.105417
    batch 4 has loss 0.120971
    batch 5 has loss 0.097652
    batch 6 has loss 0.089297
    batch 7 has loss 0.079974
    batch 8 has loss 0.135112
    batch 9 has loss 0.080422
    batch 10 has loss 0.133581
    batch 11 has loss 0.090286
    batch 12 has loss 0.108202
    batch 13 has loss 0.121884
    batch 14 has loss 0.092061
    batch 15 has loss 0.112638
    batch 16 has loss 0.083627
    batch 17 has loss 0.083699
    batch 18 has loss 0.107651
    batch 19 has loss 0.101777
    batch 20 has loss 0.095114
    batch 21 has loss 0.112090
    batch 22 has loss 0.071030
    batch 23 has loss 0.111693
    batch 24 has loss 0.091415
    batch 25 has loss 0.081357
    batch 26 has loss 0.088681
    batch 27 has loss 0.096757
    batch 28 has loss 0.122514
    batch 29 has loss 0.085137
    batch 30 has loss 0.120397
    batch 31 has loss 0.069316
    batch 32 has loss 0.096382
    batch 33 has loss 0.061187
    batch 34 has loss 0.097328
    batch 35 has loss 0.080113
    batch 36 has loss 0.079222
    batch 37 has loss 0.146108
    batch 38 has loss 0.120049
    batch 39 has loss 0.094877
    batch 40 has loss 0.117914
    batch 41 has loss 0.108984
    batch 42 has loss 0.094844
    batch 43 has loss 0.136010
    batch 44 has loss 0.125095
    batch 45 has loss 0.095355
    batch 46 has loss 0.106239
    batch 47 has loss 0.074683
    batch 48 has loss 0.112525
  epoch 8 finished with loss 0.101687
 ----- starting epoch 9 , batchsize=6
    batch 0 has loss 0.077636
    batch 1 has loss 0.103082
    batch 2 has loss 0.086526
    batch 3 has loss 0.091158
    batch 4 has loss 0.112677
    batch 5 has loss 0.084952
    batch 6 has loss 0.076481
    batch 7 has loss 0.097260
    batch 8 has loss 0.066993
    batch 9 has loss 0.098396
    batch 10 has loss 0.099625
    batch 11 has loss 0.065993
    batch 12 has loss 0.079328
    batch 13 has loss 0.103720
    batch 14 has loss 0.088640
    batch 15 has loss 0.082898
    batch 16 has loss 0.070018
    batch 17 has loss 0.085536
    batch 18 has loss 0.079950
    batch 19 has loss 0.119937
    batch 20 has loss 0.067246
    batch 21 has loss 0.107077
    batch 22 has loss 0.121572
    batch 23 has loss 0.083412
    batch 24 has loss 0.085334
    batch 25 has loss 0.112323
    batch 26 has loss 0.085025
    batch 27 has loss 0.088742
    batch 28 has loss 0.097978
    batch 29 has loss 0.114440
    batch 30 has loss 0.092846
    batch 31 has loss 0.069018
    batch 32 has loss 0.085562
    batch 33 has loss 0.115113
    batch 34 has loss 0.105199
    batch 35 has loss 0.125071
    batch 36 has loss 0.113677
    batch 37 has loss 0.070459
    batch 38 has loss 0.092089
    batch 39 has loss 0.075798
    batch 40 has loss 0.110780
    batch 41 has loss 0.134172
    batch 42 has loss 0.093938
    batch 43 has loss 0.074510
    batch 44 has loss 0.097318
    batch 45 has loss 0.069842
    batch 46 has loss 0.077326
    batch 47 has loss 0.059733
    batch 48 has loss 0.080893
  epoch 9 finished with loss 0.091373
Model Saved!
Training Finished. Saving test images to: ./runs/1527145577.8470159
